ISBN,goodreads_id,title,image,goodreads_link,publication_info,number_of_rattings,number_of_reviews,book_rate,number_of_5_stars_rating,number_of_4_stars_rating,number_of_3_stars_rating,number_of_2_stars_rating,number_of_1_stars_rating,author_name,author_link,author_no_of_books,author_followers,original_title,book_format,published,language,setting,all_contributors,number_of_editions,currently_reading,to_read,all_genres
9786144198889,48515540,أدركها الصباح,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/48515540,"Published January 1, 2018",3 ratings,0 reviews,4.0,1 (33%),1 (33%),1 (33%),0 (0%),0 (0%),هدية حسين,https://www.goodreads.com/author/show/2802333._,15 ,37 followers,,Paperback,"January 1, 2018 by المؤسسة العربية للنشر ",,,هدية حسين,Show all 2 editions,,3 people want to read,
9789953278865,12657274,زينة الملكة,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1316355203i/12657274.jpg,https://www.goodreads.com/book/show/12657274,"First published January 1, 2009",13 ratings,3 reviews,3.15,1 (7%),5 (38%),4 (30%),1 (7%),2 (15%),علي أبو الريش,https://www.goodreads.com/author/show/4890798._,23 ,23 followers,,205 pages,"January 1, 2009 by دار الكتاب العربي",Arabic,,علي أبو الريش,Show all editions,5 people are currently reading,19 people want to read,
9789933428082,59434809,مثلث برمودا,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1634980415i/59434809.jpg,https://www.goodreads.com/book/show/59434809,"Published January 1, 2010",3 ratings,2 reviews,3.33,0 (0%),1 (33%),2 (66%),0 (0%),0 (0%),Yuri Bondarev,https://www.goodreads.com/author/show/574569.Yuri_Bondarev,21 ,16 followers,,"390 pages, Paperback","January 1, 2010 by اتحاد الكتاب العرب - دمشق",Arabic,,"Yuri Bondarev,يوري بونداريف,عياد عيد (Translator)",Show all 3 editions,,12 people want to read,
9786144320877,29872101,حمام القرماني,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/29872101,,3 ratings,0 reviews,1.67,0 (0%),0 (0%),0 (0%),2 (66%),1 (33%),نجوى الزهار,https://www.goodreads.com/author/show/15170226._,2 ,,,ebook,ektab,,,نجوى الزهار,Show all editions,,1 person wants to read,
9786140235519,95771766,‫سجية غسق‬,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/95771766,,0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),نورة عبد الله الطنيجي,https://www.goodreads.com/author/show/26156089._,,,,304 pages,ثقافة للنشر والتوزيع,Arabic,,نورة عبد الله الطنيجي,Show all editions,,,
9789776483958,34013093,أخيلة الظل,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1485453730i/34013093.jpg,https://www.goodreads.com/book/show/34013093,"First published January 1, 2017",52 ratings,14 reviews,4.08,18 (34%),23 (44%),9 (17%),1 (1%),1 (1%),منصورة عزالدين,https://www.goodreads.com/author/show/18355874._,11 ,510 followers,أخيلة الظل,"176 pages, Paperback","January 1, 2017 by دار التنوير",Arabic,,منصورة عزالدين,Show all 2 editions,3 people are currently reading,193 people want to read,
9789953891545,12424284,مريم الحكايا,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1314197994i/12424284.jpg,https://www.goodreads.com/book/show/12424284,"First published January 1, 2002",274 ratings,38 reviews,3.14,40 (14%),73 (26%),78 (28%),51 (18%),32 (11%),علوية صبح,https://www.goodreads.com/author/show/3096748._,6 ,143 followers,مريم الحكايا,"426 pages, Paperback","January 1, 2010 by دار الآداب",Arabic,,علوية صبح,Show all 4 editions,21 people are currently reading,763 people want to read,Novels
9789920661133,59495667-l-exil-de-mogador,L'exilé De Mogador,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/59495667-l-exil-de-mogador,"First published January 1, 2021",2 ratings,0 reviews,4.5,1 (50%),1 (50%),0 (0%),0 (0%),0 (0%),Mhamed Lachkar,https://www.goodreads.com/author/show/18615934.Mhamed_Lachkar,2 ,,L'exilé De Mogador,"360 pages, Paperback","January 1, 2021 by Éditions Slaiki Akhawayne",French,,Mhamed Lachkar,Show all editions,,3 people want to read,
9786039138488,49254866,امرأة بين صديقين,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1576447145i/49254866.jpg,https://www.goodreads.com/book/show/49254866,"Published December 9, 2019",26 ratings,7 reviews,3.46,10 (38%),3 (11%),6 (23%),3 (11%),4 (15%),سليمان مسعود,https://www.goodreads.com/author/show/13830140._,2 ,219 followers,,"151 pages, Paperback","December 9, 2019 by إرفاء للنشر والتوزيع",Arabic,,سليمان مسعود,Show all editions,12 people are currently reading,140 people want to read,
9789923130056,44181495,المرجة الخضراء,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1551621361i/44181495.jpg,https://www.goodreads.com/book/show/44181495,"Published February 28, 2018",0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),أدهم مولى عبيدتش / ترجمة:إسماعيل أبو البندورة,https://www.goodreads.com/author/show/18924667._,,,,Paperback,"February 28, 2018 by الآن ناشرون وموزعون",,,أدهم مولى عبيدتش / ترجمة:إسماعيل أبو البندورة,Show all editions,,,
4202350,4202350-religion-und-gesellschaft,Religion und Gesellschaft,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/4202350-religion-und-gesellschaft,,0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),Alfred K. Treml,https://www.goodreads.com/author/show/1775706.Alfred_K_Treml,13 ,1 follower,Religion und Gesellschaft.,,,German,,Alfred K. Treml,Show all editions,,,
9786144690819,39804708,رجل شارع روما,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1523490680i/39804708.jpg,https://www.goodreads.com/book/show/39804708,"Published April 1, 2018",18 ratings,3 reviews,2.5,1 (5%),3 (16%),4 (22%),6 (33%),4 (22%),محمد الحباشة,https://www.goodreads.com/author/show/17007704._,4 ,6 followers,,"144 pages, Paperback","April 1, 2018 by هاشيت أنطوان - نوفل دمغة الناشر",Arabic,,محمد الحباشة,Show all editions,2 people are currently reading,52 people want to read,
9789948252900,59083438,سفاح في أروقة الماضي,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1632724973i/59083438.jpg,https://www.goodreads.com/book/show/59083438,"Published January 28, 2021",0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),Asaeyl AL Jarallah,https://www.goodreads.com/author/show/21837764.Asaeyl_AL_Jarallah,,,,"80 pages, Paperback","January 28, 2021 by Austin Macauley Publishers FZE",Arabic,,Asaeyl AL Jarallah,Show all editions,,,
9789933540135,33297809,في ظل الحياة المرئية,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1481285373i/33297809.jpg,https://www.goodreads.com/book/show/33297809,"First published March 1, 2015","1,005 ratings",179 reviews,4.02,325 (32%),437 (43%),197 (19%),33 (3%),13 (1%),Kim Echlin,https://www.goodreads.com/author/show/400262.Kim_Echlin,14 ,100 followers,Under the Visible Life,"368 pages, Paperback","November 1, 2016 by دار ممدوح عدوان للنشر والتوزيع",Arabic,,"Kim Echlin,داليه مصري (translator)",Show all 11 editions,11 people are currently reading,636 people want to read,"Fiction,Canada,Music,Literary Fiction,Contemporary,Historical,Adult Fiction"
9789953931432,52928640-al-sikrab,Al-Sikrab,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/52928640-al-sikrab,"Published January 1, 2018",0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),Sulayman Al-Majini,https://www.goodreads.com/author/show/19548144.Sulayman_Al_Majini,,,,"179 pages, Paperback","January 1, 2018 by Muassassat Al-Intishar Al-Arabi",,,Sulayman Al-Majini,Show all editions,,,
9789921739213,55675437,ستمطر فرحاً,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1602972159i/55675437.jpg,https://www.goodreads.com/book/show/55675437,"Published October 1, 2020",10 ratings,7 reviews,4.5,7 (70%),1 (10%),2 (20%),0 (0%),0 (0%),شريفة حسين,https://www.goodreads.com/author/show/20811865._,2 ,2 followers,,"103 pages, Hardcover","October 1, 2020 by بوك لاند للنشر والتوزيع",Arabic,,شريفة حسين,Show all editions,1 person is currently reading,4 people want to read,
4202396,4202396-law-of-agency,Law of Agency,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/4202396-law-of-agency,"First published January 1, 1996",3 ratings,0 reviews,4.67,2 (66%),1 (33%),0 (0%),0 (0%),0 (0%),G.H.L. Fridman,https://www.goodreads.com/author/show/7146707.G_H_L_Fridman,11 ,1 follower,,Paperback,Lexis Pub,English,,G.H.L. Fridman,Show all 8 editions,1 person is currently reading,6 people want to read,
9789953688978,41819537,اللحظة الراهنة,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1536816559i/41819537.jpg,https://www.goodreads.com/book/show/41819537,"First published March 26, 2015","8,060 ratings",859 reviews,3.78,"2,175 (26%)","2,957 (36%)","2,098 (26%)",649 (8%),181 (2%),Guillaume Musso,https://www.goodreads.com/author/show/282080.Guillaume_Musso,56 ,"7,657 followers",L'instant présent ,"319 pages, Paperback","January 1, 2018 by المركز الثقافي العربي",Arabic,,"Guillaume Musso,معن عاقل (ترجمة)",Show all 50 editions,232 people are currently reading,"3,318 people want to read","Thriller,Fiction,Romance,France,Roman,Contemporary,Mystery"
9789953896717,50636069,الاشتياق إلى الجارة,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1579806522i/50636069.jpg,https://www.goodreads.com/book/show/50636069,"Published January 1, 2020",131 ratings,40 reviews,2.91,15 (11%),25 (19%),46 (35%),23 (17%),22 (16%),الحبيب السالمي,https://www.goodreads.com/author/show/2789703._,13 ,85 followers,,"206 pages, Paperback","January 1, 2020 by دار الآداب",Arabic,,الحبيب السالمي,Show all 2 editions,2 people are currently reading,306 people want to read,Tunisia
9786140125117,108828946,العائدة إلى حياة سابقة,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/108828946,,0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),unknown author,https://www.goodreads.com/author/show/22294257.unknown_author,3m ,9 followers,,Hardcover,الدار العربية للعلوم ناشرون,Arabic,,unknown author,Show all editions,,,
9789933382506,60547010,سلطانات الرمل,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1646382541i/60547010.jpg,https://www.goodreads.com/book/show/60547010,"First published January 1, 2009",142 ratings,32 reviews,3.61,39 (27%),39 (27%),45 (31%),8 (5%),11 (7%),لينا هَوْيان الحسن,https://www.goodreads.com/author/show/4228215._,16 ,131 followers,,"264 pages, Paperback","January 1, 2021 by دار نينوى للدراسات والنشر والتوزيع",Arabic,,لينا هَوْيان الحسن,Show all 6 editions,7 people are currently reading,305 people want to read,
4202390,4202390-post-card-passages,Post Card Passages,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1266582778i/4202390.jpg,https://www.goodreads.com/book/show/4202390-post-card-passages,"First published April 1, 1994",4 ratings,2 reviews,4.0,2 (50%),1 (25%),0 (0%),1 (25%),0 (0%),Susan Joyce,https://www.goodreads.com/author/show/788947.Susan_Joyce,13 ,142 followers,Post Card Passages,"32 pages, Hardcover","April 1, 1994 by Peel Productions",English,,Susan Joyce,Show all editions,,2 people want to read,
9782843091759,43303099,امتلاك سر البهجة,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1545386688i/43303099.jpg,https://www.goodreads.com/book/show/43303099,"First published January 1, 1992","15,025 ratings",706 reviews,4.09,"5,787 (38%)","5,636 (37%)","2,874 (19%)",552 (3%),176 (1%),أليس ووكر,https://www.goodreads.com/author/show/18012798._,2 ,1 follower,Possessing the Secret of Joy,217 pages,المدى,Arabic,,أليس ووكر,Show all 36 editions,401 people are currently reading,16.2k people want to read,"Fiction,Feminism,African American,Africa,Classics,Historical Fiction,Literature"
9782843080388,83655418-histoires-et-legendes-de-provence,Histoires et legendes de provence,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/83655418-histoires-et-legendes-de-provence,"Published November 3, 2000",0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),Mohammed El Fasi,https://www.goodreads.com/author/show/19877691.Mohammed_El_Fasi,,,,Hardcover,"November 3, 2000 by Ã‰ditions de Lodi",French,,Mohammed El Fasi,Show all editions,,,
9788832201291,48715648,عدوي الحميم,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1572997742i/48715648.jpg,https://www.goodreads.com/book/show/48715648,"First published January 1, 1926","2,735 ratings",391 reviews,3.62,474 (17%),"1,044 (38%)",956 (34%),222 (8%),39 (1%),Willa Cather,https://www.goodreads.com/author/show/881203.Willa_Cather,884 ,"2,052 followers",My Mortal Enemy,"104 pages, Paperback","October 1, 2019 by منشورات المتوسط",Arabic,,"Willa Cather,ويلا كاثر,يزن الحاج (Translator)",Show all 202 editions,121 people are currently reading,"2,639 people want to read","Fiction,Classics,American,Literature,Novella,Novels,Short Stories"
9789933540609,54506598,البرازيل الحمراء,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1594722591i/54506598.jpg,https://www.goodreads.com/book/show/54506598,"First published January 1, 2001","1,538 ratings",105 reviews,3.83,436 (28%),585 (38%),366 (23%),117 (7%),34 (2%),Jean-Christophe Rufin,https://www.goodreads.com/author/show/44677.Jean_Christophe_Rufin,78 ,239 followers,Rouge Brésil,"624 pages, Paperback","January 1, 2020 by دار ممدوح عدوان للنشر",Arabic,,"Jean-Christophe Rufin,حنان قصاب حسن (translator)",Show all 35 editions,84 people are currently reading,"1,108 people want to read","Historical Fiction,France,Fiction,Historical,Roman,Brazil,Classics"
9789938941173,41209465,نار الدار,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1534539304i/41209465.jpg,https://www.goodreads.com/book/show/41209465,"First published August 15, 2017","60,963 ratings","6,215 reviews",4.04,"20,206 (33%)","26,934 (44%)","10,862 (17%)","2,207 (3%)",754 (1%),Kamila Shamsie,https://www.goodreads.com/author/show/168076.Kamila_Shamsie,56 ,"1,829 followers",,"304 pages, Paperback","August 7, 2018 by دار التنوير للنشر والتوزيع",Arabic,"Pakistan, London, England (United Kingdom)","Kamila Shamsie,كاملة شمسي,الحارث النبهان (Translator  المترجم)",Show all 65 editions,"3,872 people are currently reading",97.7k people want to read,"Fiction,Contemporary,Literary Fiction,Retellings,Pakistan,Audiobook,Novels"
